시장명,시장유형,소재지도로명주소,시장개설주기,소재지지번주소,점포수,사용가능상품권,공중화장실 보유여부,주차장 보유여부,개설년도,데이터기준일자
덕풍전통시장,상설+정기,경기도 하남시 신장로 154번길 57,5일,경기 하남시 덕풍동 326-9,196,온누리상품권,Y,Y,2005,2015-12-31
신장전통시장,상설,경기도 하남시 하남대로 801번길 65,상설,경기 하남시 신장동 429-1,79,온누리상품권,Y,Y,2004,2015-12-31
남양시장,상설+정기,경기도 화성시 남양시장로 55번길,5일,경기 화성시 남양동 1165,386,온누리상품권,Y,N,2005,2015-12-31
사강시장,상설+정기,경기도 화성시 송산면 사강시장길66,5일,경기 화성시 송산면 사강리 682-3,376,온누리상품권,Y,N,2008,2015-12-31
조암시장,상설+정기,경기도 화성시 우정읍 조암남로 28,5일,경기 화성시 우정읍 조암리 270,426,온누리상품권,Y,N,2013,2015-12-31
발안시장,상설+정기,경기도 화성시 향남읍 평2길 14,5일,경기 화성시 향남읍 평리 115-1,670,온누리상품권,N,N,2010,2015-12-31
한라프라자,상설,경상남도 거제시 고현동 961-153,상설,경남 거제시 고현동 961-153번지,50,온누리상품권,Y,Y,1996,2015-12-31
고현종합시장,상설,경상남도 거제시 고현동 98-27,상설,경남 거제시 고현동 98-27번지,71,온누리상품권,Y,Y,1981,2015-12-31
회원프라자,상설,경상남도 거제시 고현로 11길 18,상설,경남 거제시 고현동 961-59,55,온누리상품권,Y,Y,1996,2015-12-31
옥수시장,상설,경상남도 거제시 능포동 633-215,상설,경남 거제시 능포동 633-215번지,53,,Y,Y,1993,2015-12-31
옥수동새시장,상설,경상남도 거제시 능포동 680-7,상설,경남 거제시 능포동 680-7번지,52,,Y,N,1988,2015-12-31
옥현상가,상설,경상남도 거제시 옥포동 1293-1,상설,경남 거제시 옥포동 1293-1번지,54,온누리상품권,Y,Y,1992,2015-12-31
옥포시장,상설,경상남도 거제시 옥포동 529-1,상설,경남 거제시 옥포동 529-1번지,68,온누리상품권,Y,N,2011,2015-12-31
옥포중앙시장,상설,경상남도 거제시 옥포동 529-8,상설,경남 거제시 옥포동 529-8번지,68,온누리상품권,Y,N,1988,2015-12-31
신부시장,상설,경상남도 거제시 장승포동 283-38,상설,경남 거제시 장승포동 283-38번지,63,온누리상품권,Y,N,2004,2015-12-31
장평종합시장,상설,경상남도 거제시 장평동 56-1,상설,경남 거제시 장평동 56-1번지,120,온누리상품권,Y,Y,1995,2015-12-31
거창시장,상설+정기,경상남도 거창군 거창읍 중앙리 154-12,5일,경남 거창군 거창읍 중앙리 122-1,351,온누리상품권,Y,Y,2008,2015-12-31
고성시장,상설+정기,경상남도 고성군 고성읍 서외리 1-6,5일,경남 고성군 고성읍 서외리 1-6번지,314,온누리상품권,Y,Y,2009,2015-12-31
"고성공룡시장(구,고성중앙시장)",상설,경상남도 고성군 고성읍 성내리 212-3,상설,경남 고성군 고성읍 성내리 212-3번지,107,온누리상품권,Y,Y,2009,2015-12-31
영오시장,정기,경상남도 고성군 영오면 영희로 527-9,5일,경남 고성군 영오면 영산리 232-3번지,20,,Y,N,,2015-12-31
배둔시장,정기,경상남도 고성군 회화면 배둔리 826-2,5일,경남 고성군 회화면 배둔리 825-46번지,43,,Y,N,2008,2015-12-31
장유전통시장(장유중앙시장),상설+정기,경상남도 김해시 무계동 189-3,5일,경남 김해시 장유면 무계리 189-3번지,108,온누리상품권,Y,Y,2005,2015-12-31
삼방전통시장,상설,경상남도 김해시 삼방동 669-1,상설,경남 김해시 삼방동 673-6번지,78,온누리상품권,N,Y,2008,2015-12-31
외동전통시장,상설,경상남도 김해시 외동 1254-2,상설,경남 김해시 외동 1252-1번지,121,온누리상품권,N,Y,2014,2015-12-31
진례전통시장,정기,경상남도 김해시 진례면 송정리 239-3,5일,경남 김해시 진례면 송정리 239-3번지,21,온누리상품권,Y,Y,,2015-12-31
진영전통시장,상설+정기,경상남도 김해시 진영읍 진영리 235-16,5일,경남 김해시 진영읍 진영리 235-16번지,113,온누리상품권,Y,Y,2011,2015-12-31
김해전통시장(김해동상시장),상설,경상남도 김해시 호계로 517번길 5-13,상설,경남 김해시 동상동 881번지,209,온누리상품권,Y,Y,1977,2015-12-31
고현공설시장,정기,경상남도 남해군 고현면 탑동로 68-2,5일,경남 남해군 고현면 대사리 768 ,28,,Y,N,,2015-12-31
남면공설시장,정기,경상남도 남해군 남면 당항리 1381-5,5일,경남 남해군 남면 당항리 1381-5번지,16,,Y,Y,1995,2015-12-31
남해전통시장,상설+정기,경상남도 남해군 남해읍 화전로 110,5일,경남 남해군 남해읍 북변리 282-11번지,107,온누리상품권,Y,Y,1978,2015-12-31
이동시장(이동공설시장),상설+정기,경상남도 남해군 이동면 무림로 63번길 9,5일,경남 남해군 이동면 무림리 1038-3번지,20,,Y,Y,1950,2015-12-31
내일전통시장,상설+정기,경상남도 밀양시 내일동 174-9,5일,경남 밀양시 내일동 174-9번지,162,온누리상품권,Y,Y,2005,2015-12-31
밀양아리랑시장,상설,경상남도 밀양시 내일동 583-1,상설,경남 밀양시 내일동 583-1번지,153,온누리상품권,Y,Y,1968,2015-12-31
무안시장(무안임시시장),정기,경상남도 밀양시 무안리 910-1,5일,경남 밀양시 무안면 무안리 910-1번지,58,온누리상품권,Y,N,2015,2015-12-31
송백시장,정기,경상남도 밀양시 산내면 산내로 350,5일,경남 밀양시 산내읍 송백리 1330-1번지,14,온누리상품권,Y,N,,2015-12-31
송지시장,정기,경상남도 밀양시 삼랑진읍 송지리 359-15,5일,경남 밀양시 삼랑진읍 송지리 359-15번지,27,온누리상품권,Y,Y,,2015-12-31
수산시장,상설+정기,경상남도 밀양시 하남읍 수산리 815-16,5일,경남 밀양시 하남읍 수산리 815-16번지,57,온누리상품권,N,N,2011,2015-12-31
완사시장,상설+정기,경상남도 사천시 곤명면 완사1길 33-11,5일,경남 사천시 곤명면 정곡리 842,46,,Y,Y,1995,2015-12-31
곤양종합시장,정기,경상남도 사천시 곤양면 남문외리 48-4,5일,경남 사천시 곤양면 남문외리 48-4번지,46,,Y,Y,2004,2015-12-31
삼천포종합시장,정기,경상남도 사천시 동금동 88-4,5일,경남 사천시 동금동 88-4번지,148,온누리상품권,Y,Y,1990,2015-12-31
"삼천포용궁수산시장(구,삼천포서부시장))",상설,경상남도 사천시 동동 485-2,상설,경남 사천시 동동 485-2번지,268,온누리상품권,Y,Y,2013,2015-12-31
사천읍시장,상설,경상남도 사천시 사천읍 장의리 393-2,상설,경남 사천시 사천읍 정의리 392-2번지,176,온누리상품권,Y,Y,1979,2015-12-31
서포시장,상설+정기,경상남도 사천시 서포면 구평리 644-3,5일,경남 사천시 서포면 구평리 644-3번지,25,,Y,Y,1995,2015-12-31
삼천포중앙시장,상설,경상남도 사천시 선구동 17-4,상설,경남 사천시 선구동 17-4번지,379,온누리상품권,Y,Y,1974,2015-12-31
단성시장,정기,경상남도 산청군 단성면 상대리 178,5일,경남 산청군 단성면 성내리 178번지 외 ,44,,Y,Y,2009,2015-12-31
덕산시장,정기,경상남도 산청군 사천면 931-3,5일,경남 산청군 시천면 사리 931-3번지,58,온누리상품권,Y,Y,1994,2015-12-31
산청시장,상설+정기,경상남도 산청군 산천읍 산청리 251-2,5일,경남 산청군 산청읍 산청리 251-2번지 ,74,온누리상품권,Y,Y,1975,2015-12-31
생초시장,정기,경상남도 산청군 생초면 어서리 259-14,5일,경남 산청군 생초면 어서리 259-14번지 ,21,온누리상품권,Y,Y,2009,2015-12-31
단계시장,정기,경상남도 산청군 신등면 단계리 784,5일,경남 산청군 신등면 단계리 784번지,22,,Y,Y,2010,2015-12-31
덕계종합상설시장,상설,경상남도 양산시 덕계동 754-1,상설,경남 양산시 덕계동 754-1번지,230,온누리상품권,Y,Y,2008,2015-12-31
양산북부시장,상설,경상남도 양산시 북부동 148-19,상설,경남 양산시 북부동 148-19번지,106,온누리상품권,Y,Y,1992,2015-12-31
서창시장,정기,경상남도 양산시 삼호동 524,5일,경남 양산시 삼호동 524번지,42,온누리상품권,Y,Y,2008,2015-12-31
석계시장,정기,경상남도 양산시 상북면 석계리 34-9,5일,경남 양산시 상북면 석계리 34-9번지,21,,Y,N,1999,2015-12-31
양산남부시장상가,상설+정기,경상남도 양산시 중부동 420-11,5일,경남 양산시 중부동 420-11번지,113,온누리상품권,Y,Y,2006,2015-12-31
양산남부시장,상설+정기,경상남도 양산시 중부동 423-5,5일,경남 양산시 중부동 423-5번지,213,온누리상품권,Y,Y,2006,2015-12-31
신평시장,정기,경상남도 양산시 하북면 순지리 575,5일,경남 양산시 하북면 순지리 575번지,52,,Y,N,2000,2015-12-31
신반시장,상설+정기,경상남도 의령군 의령읍 신반리 519-3,5일,경남 의령군 부림면 신반리 519-3,50,,Y,Y,1994,2015-12-31
의령시장,상설+정기,경상남도 의령군 의령읍 중동 386,5일,경남 의령군 의령면 중동 386,101,온누리상품권,Y,Y,1994,2015-12-31
금곡시장,정기,경상남도 진주시 금곡면 두문리 632,5일,경남 진주시 월아산로 115번길 26,21,,Y,N,1995,2015-12-31
대곡시장,정기,경상남도 진주시 대곡면 광서리 321번지,5일,경남 진주시 대곡면 광석리 321번지,15,,Y,N,2004,2015-12-31
진주중앙시장,상설,경상남도 진주시 대안동 8-600,상설,경남 진주시 대안동 8-600번지,838,온누리상품권,Y,Y,1971,2015-12-31
문산시장,정기,경상남도 진주시 문산읍 소문리 112,5일,경남 진주시 문산읍 소문리 112번지,27,온누리상품권,Y,Y,2013,2015-12-31
서부시장,상설+정기,경상남도 진주시 봉곡동 31번지,5일,경남 진주시 봉곡동 31번지,246,온누리상품권,Y,N,2006,2015-12-31
동부종합상가,상설,경상남도 진주시 상대동 193-1,상설,경남 진주시 상대동 193-1번지,74,,Y,N,2006,2015-12-31
자유시장,상설,경상남도 진주시 상대동 276-17,상설,경남 진주시 상대동 276-9번지,363,온누리상품권,Y,Y,1988,2015-12-31
평거한보하이타운,상설,경상남도 진주시 순환로 553번길 7,상설,경남 진주시 평거동 301-1번지,67,,Y,Y,2003,2015-12-31
이현종합상가,상설,경상남도 진주시 이현동 21-3,상설,경남 진주시 이현동 21-3번지,419,,Y,Y,1993,2015-12-31
일반성상가(일반성시장),정기,경상남도 진주시 일반성면 창촌리 92번지,5일,경남 진주시 일반성면 창촌리 92번지,44,,Y,Y,2006,2015-12-31
진주장대시장,상설,경상남도 진주시 장대동 58-8,상설,경남 진주시 장대동 58-8번지,329,온누리상품권,Y,N,2009,2015-12-31
진주동성상가,상설,경상남도 진주시 진주대로 901,상설,경남 진주시 강남동 219번지,153,온누리상품권,Y,Y,2013,2015-12-31
천전시장,상설,경상남도 진주시 칠암동 306-1,상설,경남 진주시 칠암동 306-1번지,65,,Y,N,2004,2015-12-31
남지시장,정기,경상남도 창녕군 남지읍 본동길 4,5일,경남 창녕군 남지읍 남지리 531,88,,Y,Y,2002,2015-12-31
영산시장,정기,경상남도 창녕군 영산면 신영산로56,5일,경남 창녕군 영산면 성내리 516-4,37,온누리상품권,Y,Y,1999,2015-12-31
이방정기시장,상설+정기,경상남도 창녕군 이방면 이방대합로351,5일,경남 창녕군 이방면 거남리 430-5,65,,Y,N,1964,2015-12-31
창녕상설시장,상설,경상남도 창녕군 창녕읍 164-38,상설,경남 창녕군 창녕읍 45-1,52,,Y,N,,2015-12-31
창녕시장,상설+정기,경상남도 창녕군 창녕읍 술정리 44-1,5일,경남 창녕군 창녕읍 술정리 44-1,80,,Y,N,2007,2015-12-31
정우새어시장,상설,경상남도 창원시 마산 합포구 동성동 313,상설,경남 창원시 마산합포구동성동 313번지,84,온누리상품권,Y,Y,1996,2015-12-31
마산어시장,상설,경상남도 창원시 마산합포구 동성동 314,상설,경남 창원시 마산합포구동성동 314번지,906,온누리상품권,Y,Y,2009,2015-12-31
신마산반월시장(반월시장),상설,경상남도 창원시 마산합포구 반월동 85,상설,경남 창원시 마산합포구반월동 85번지,126,온누리상품권,Y,N,1980,2015-12-31
부림시장,상설,경상남도 창원시 마산합포구 부림동 32,상설,경남 창원시 마산합포구부림동 32번지,277,온누리상품권,Y,Y,2007,2015-12-31
부림상시장,상설,경상남도 창원시 마산합포구 부림동 83,상설,경남 창원시 마산합포구부림동 83번지,80,온누리상품권,Y,Y,2012,2015-12-31
산호시장,상설,경상남도 창원시 마산합포구 산호동 28-28,상설,경남 창원시 마산합포구산호동 28-28번지,78,온누리상품권,Y,Y,2011,2015-12-31
북마산중앙시장,상설,경상남도 창원시 마산합포구 상남동 40-1,상설,경남 창원시 마산합포구상남동 40-1번지,212,온누리상품권,Y,N,1980,2015-12-31
기산프라자,상설,경상남도 창원시 마산합포구 오동동 14길 29,상설,경남 창원시 마산합포구오동동 18-61번지,154,온누리상품권,Y,Y,1997,2015-12-31
진동시장,상설+정기,경상남도 창원시 마산합포구 진동리237-11,5일,경남 창원시 마산합포구진동면 진동리 237-11번지,55,,Y,Y,2005,2015-12-31
진동전통시장,상설+정기,경상남도 창원시 마산합포구 진동면 진동시장길 62,5일,경남 창원시 마산합포구진동면 진동리 264-3번지,70,,Y,N,,2015-12-31
대동씨코아상가시장,상설,경상남도 창원시 마산합포구 해운동 37-4,상설,경남 창원시 마산합포구해운동 37-4번지,198,온누리상품권,Y,Y,1994,2015-12-31
신마산시장,상설,경상남도 창원시 마산합포구 해운동64,상설,경남 창원시 마산합포구해운동 64번지,69,온누리상품권,Y,Y,2005,2015-12-31
구암현대시장,상설,경상남도 창원시 마산회원구 구암1동 18-2번지,상설,경남 창원시 마산회원구구암1동 18-1번지,61,온누리상품권,Y,N,1980,2015-12-31
구암시장,상설,경상남도 창원시 마산회원구 구암2동 88-2,상설,경남 창원시 마산회원구구암2동 88-2번지,59,온누리상품권,Y,Y,1978,2015-12-31
코오롱타운상가,상설,경상남도 창원시 마산회원구 내서읍 호계리 10,상설,경남 창원시 마산회원구내서읍 호계리 10번지,73,온누리상품권,Y,Y,2002,2015-12-31
석전시장,상설,경상남도 창원시 마산회원구 석전 2동 257-1,상설,경남 창원시 마산회원구석전2동 257-1번지,253,온누리상품권,Y,Y,1980,2015-12-31
역전통합시장,상설,경상남도 창원시 마산회원구 석전2동 226-2,상설,경남 창원시 마산회원구석전2동 226-2번지,60,온누리상품권,Y,Y,1981,2015-12-31
마산역번개시장,상설,경상남도 창원시 마산회원구 석전2동 227-1,상설,경남 창원시 마산회원구석전2동 227-1번지,91,온누리상품권,Y,N,2011,2015-12-31
서마산시장,상설,경상남도 창원시 마산회원구 석전동 155-9,상설,경남 창원시 마산회원구석전동 155-9번지,27,온누리상품권,Y,N,1981,2015-12-31
양덕중앙시장,상설,경상남도 창원시 마산회원구 양덕1동 15-1,상설,경남 창원시 마산회원구양덕1동 15-1번지,58,온누리상품권,Y,N,1980,2015-12-31
경민인터빌상가,상설,경상남도 창원시 마산회원구 양덕1동 15-27,상설,경남 창원시 마산회원구양덕동 양덕1동 15-27,59,온누리상품권,Y,Y,2013,2015-12-31
합성동상가,상설,경상남도 창원시 마산회원구 합성2동 125-3,상설,경남 창원시 마산회원구합성2동 125-3번지,122,온누리상품권,Y,N,2011,2015-12-31
